"https://www.placecage.com/200/300", "Nicholas Cage",
"https://www.placecage.com/c/200/300", "Nicholas Cage",
"https://www.placecage.com/gif/200/300", "Nicholas Cage",
"http://www.fillmurray.com/200/300", "Bill Murray",
"https://peopledotcom.files.wordpress.com/2016/09/oprah-winfrey-0-660.jpg?w=660", "Oprah Winfrey",
"https://peopledotcom.files.wordpress.com/2016/09/angelina-5-435-5.jpg?w=435", "Angelina Jolie",
"https://static01.nyt.com/images/2013/04/21/arts/21SCHUMER2/21JPSCHUMER1-blog427.jpg", "Amy Schumer",
"https://static01.nyt.com/images/2016/05/12/arts/12OPRAH/12OPRAH-master768.jpg", "Oprah Winfrey",
"http://static.oprah.com/images/o2/201507/201507-omag-wikfs-949x534.jpg", "Oprah Winfrey",
"http://static.oprah.com/images/201302/omag/201302-omag-wikfs-600x411.jpg", "Oprah Winfrey",
"http://static.oprah.com/images/tows/201104/20110420-rob-lowe-1-300x205.jpg", "Oprah Winfrey",
"http://static.oprah.com/images/201206/omag/201206-omag-maggie-gyllenhaal-300x205.jpg", "Maggie Gyllenhaal",
"http://static.oprah.com/images/tows/201104/20110427-tows-obamas-1-300x205.jpg", "America's First Family",
"https://upload.wikimedia.org/wikipedia/commons/b/ba/Rob_Lowe_2012_Shankbone_2.JPG", "Rob Lowe",
"https://upload.wikimedia.org/wikipedia/commons/7/7d/Harrison_Ford.jpg", "Harrison Ford", 
"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Robert_Downey_Jr.jpg/340px-Robert_Downey_Jr.jpg", "Robert Downey, Jr.",
"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Robert_Downey_Jr_at_Comic_Con_2007.jpg/340px-Robert_Downey_Jr_at_Comic_Con_2007.jpg", "Robert Downey, Jr.",
"https://upload.wikimedia.org/wikipedia/en/5/50/Tyrion_Lannister-Peter_Dinklage.jpg", "Peter Dinklage",
"https://upload.wikimedia.org/wikipedia/en/c/c4/Ygritte-Rose_Leslie.jpg", "Ygritte",
"https://upload.wikimedia.org/wikipedia/en/2/25/Catelyn_Stark-Michelle_Fairley_S3.jpg", "Catelyn Stark",
"https://upload.wikimedia.org/wikipedia/en/5/52/Ned_Stark-Sean_Bean.jpg", "Sean Bean",
"https://upload.wikimedia.org/wikipedia/en/7/74/SophieTurnerasSansaStark.jpg", "Sansa Stark",
"https://upload.wikimedia.org/wikipedia/en/0/0d/Daenerys_Targaryen_with_Dragon-Emilia_Clarke.jpg", "Daenerys Targaryen", 
"https://upload.wikimedia.org/wikipedia/en/c/c6/Tywin_Lannister-Charles_Dance.jpg", "Tywin Lannister",
"https://upload.wikimedia.org/wikipedia/en/8/84/Margery_Tyrell-Natalie_Dormer.jpg", "Margery Tyrell",
"https://upload.wikimedia.org/wikipedia/commons/c/cd/Benedict_Cumberbatch_filming_Sherlock_cropped.jpg", "Benedict Cumberbatch",
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/RyanGosling07TIFF.jpg/340px-RyanGosling07TIFF.jpg", "Ryan Gosling",
"https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/RyanGosling10-19.JPG/340px-RyanGosling10-19.JPG", "Ryan Gosling",

"https://upload.wikimedia.org/wikipedia/commons/3/33/The_Equalizer_08_%2815310534581%29.jpg", "Denzel Washington",
"https://upload.wikimedia.org/wikipedia/commons/c/ca/Denzel_Washington_cropped.jpg", "Denzel Washington",
"https://upload.wikimedia.org/wikipedia/commons/a/aa/ChrisRock.jpg", "Chris Rock",
"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Dave_Chapelle_cropped.jpg/440px-Dave_Chapelle_cropped.jpg", "Dave Chapelle",
"https://upload.wikimedia.org/wikipedia/commons/1/19/Dame_Maggie_Smith-cropped.jpg", "Dame Maggie Smith",
"https://upload.wikimedia.org/wikipedia/commons/7/72/Maggie_Gyllenhaal_Golden_Globes_2009.jpg", "Maggie Gyllenhaal",
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Ruth_Bader_Ginsburg_official_SCOTUS_portrait.jpg/1024px-Ruth_Bader_Ginsburg_official_SCOTUS_portrait.jpg", "The Honorable Ruth Bader Ginsburg",
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Sonia_Sotomayor_in_SCOTUS_robe.jpg/1280px-Sonia_Sotomayor_in_SCOTUS_robe.jpg", "The Honorable Sonia Sotomayor",
"https://upload.wikimedia.org/wikipedia/commons/c/ce/Elena_Kagan_Official_SCOTUS_Portrait_%282013%29.jpg", "The Honorable Elena Kagan",
"https://upload.wikimedia.org/wikipedia/commons/c/cf/Hillary_Clinton_Bill_Chelsea_on_parade.jpg", "Hillary, Bill, and Chelsea Clinton", 
"https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Obama-DeGeneres-dance-20120201.jpg/2560px-Obama-DeGeneres-dance-20120201.jpg", "Michelle Obama and Ellen DeGeneres",
"https://upload.wikimedia.org/wikipedia/commons/4/44/Obamas_walk_down_PA_Ave._1-20-09_hires_090120-N-0696M-546a.jpg", "America's First Family",
"https://upload.wikimedia.org/wikipedia/commons/f/fc/Elizabeth_Warren_CFPB.jpg", "The Honorable Elizabeth Warren", 
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mazie_Hirono%2C_official_portrait%2C_113th_Congress.jpg/1280px-Mazie_Hirono%2C_official_portrait%2C_113th_Congress.jpg", "The Honorable Mazie Hirono", 
"https://upload.wikimedia.org/wikipedia/commons/b/b2/Dianne_Feinstein_2010.jpg", "The Honorable Dianne Feinstein",
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Barbara_Boxer%2C_Official_Portrait%2C_112th_Congress.jpg/440px-Barbara_Boxer%2C_Official_Portrait%2C_112th_Congress.jpg", "The Honorable Barbara Boxer", 
"https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Nancy_Pelosi_060211.jpg/2560px-Nancy_Pelosi_060211.jpg", "The Honorable Nancy Pelosi",
"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Nancy_Pelosi_%289179648593%29.jpg/2560px-Nancy_Pelosi_%289179648593%29.jpg", "The Honorable Nancy Pelosi",
"https://upload.wikimedia.org/wikipedia/commons/c/c0/Margaret_Cho_2009.jpg", "Margaret Cho",
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Margaret_Cho_at_Los_Angeles_Pride_-_20110612.jpg/1024px-Margaret_Cho_at_Los_Angeles_Pride_-_20110612.jpg", "Margaret Cho",
"https://upload.wikimedia.org/wikipedia/commons/6/60/Meryl_Streep_-_Berlin_Berlinale_66_%2824609057279%29.jpg", "Meryl Streep",
"https://upload.wikimedia.org/wikipedia/commons/4/47/AnthonyHopkins10TIFF.jpg", "Sir Anthony Hopkins",
"https://upload.wikimedia.org/wikipedia/en/0/0e/Anthony_Hopkins_as_Hannibal_Lecter_%28screenshot%29.jpg", "Sir Anthony Hopkins",
"https://upload.wikimedia.org/wikipedia/commons/8/8d/Neil_deGrasse_Tyson.jpg", "Neil deGrasse Tyson",